date,ABN AMRO BANK - DIVIDEND YIELD,ABN AMRO BANK - MRKT VALUE TO BOOK,ADYEN - DIVIDEND YIELD,ADYEN - MRKT VALUE TO BOOK,AEGON - DIVIDEND YIELD,AEGON - MRKT VALUE TO BOOK,KONINKLIJKE AHOLD DELHAIZE - DIVIDEND YIELD,KONINKLIJKE AHOLD DELHAIZE - MRKT VALUE TO BOOK,AKZO NOBEL - DIVIDEND YIELD,AKZO NOBEL - MRKT VALUE TO BOOK,ARCELORMITTAL - DIVIDEND YIELD,ARCELORMITTAL - MRKT VALUE TO BOOK,ASM INTERNATIONAL - DIVIDEND YIELD,ASM INTERNATIONAL - MRKT VALUE TO BOOK,ASML HOLDING - DIVIDEND YIELD,ASML HOLDING - MRKT VALUE TO BOOK,ASR NEDERLAND - DIVIDEND YIELD,ASR NEDERLAND - MRKT VALUE TO BOOK,BE SEMICONDUCTOR INDUSTRIES - DIVIDEND YIELD,BE SEMICONDUCTOR INDUSTRIES - MRKT VALUE TO BOOK,DSM FIRMENICH - DIVIDEND YIELD,DSM FIRMENICH - MRKT VALUE TO BOOK,EXOR NV ORD - DIVIDEND YIELD,HEINEKEN - DIVIDEND YIELD,HEINEKEN - MRKT VALUE TO BOOK,IMCD GROUP - DIVIDEND YIELD,IMCD GROUP - MRKT VALUE TO BOOK,ING GROEP - DIVIDEND YIELD,ING GROEP - MRKT VALUE TO BOOK,KPN KON - DIVIDEND YIELD,KPN KON - MRKT VALUE TO BOOK,NN GROUP - DIVIDEND YIELD,NN GROUP - MRKT VALUE TO BOOK,PHILIPS ELTN.KONINKLIJKE - DIVIDEND YIELD,PHILIPS ELTN.KONINKLIJKE - MRKT VALUE TO BOOK,PROSUS N - DIVIDEND YIELD,PROSUS N - MRKT VALUE TO BOOK,RANDSTAD - DIVIDEND YIELD,RANDSTAD - MRKT VALUE TO BOOK,RELX (AMS) - DIVIDEND YIELD,SHELL (AMS) - DIVIDEND YIELD,SHELL (AMS) - MRKT VALUE TO BOOK,UNIVERSAL MUSIC GROUP - DIVIDEND YIELD,UNIVERSAL MUSIC GROUP - MRKT VALUE TO BOOK,UNILEVER (UK) (AMS) - DIVIDEND YIELD,WOLTERS KLUWER - DIVIDEND YIELD,WOLTERS KLUWER - MRKT VALUE TO BOOK
3/26/1987,,,,,3.66,1.5,1.63,2.32,4.64,1.5,,,,,,,,,,,,,,2.03,1.8,,,,,,,,,4.01,0.74,,,,,,7.27,,,,,1.7,2.77
4/26/1987,,,,,3.56,1.54,1.64,2.31,4.85,1.43,,,,,,,,,,,,,,1.96,1.86,,,,,,,,,4.01,0.75,,,,,,7.22,,,,,1.53,3.08
5/26/1987,,,,,3.68,1.53,1.55,2.22,5.1,1.36,,,,,,,,,,,,,,2.02,1.81,,,,,,,,,4.17,0.72,,,,,,6.81,,,,,1.72,3.11
6/26/1987,,,,,3.34,1.69,1.55,2.44,4.27,1.63,,,,,,,,,,,,,,1.95,1.87,,,,,,,,,3.85,0.78,,,,,,6.64,,,,,1.61,3.31
7/26/1987,,,,,3.33,1.69,1.51,2.51,4.03,1.72,,,,,,,,,,,,,,1.84,1.98,,,,,,,,,3.6,0.83,,,,,,6.13,,,,,1.72,3.11
8/26/1987,,,,,3.2,1.76,1.47,2.58,3.72,1.87,,,,,,,,,,,,,,1.8,2.02,,,,,,,,,3.77,0.79,,,,,,6.34,,,,,1.7,4.38
9/26/1987,,,,,3.7,1.52,1.53,2.47,3.73,1.86,,,,,,,,,,,,,,2.0,1.82,,,,,,,,,3.95,0.76,,,,,,6.71,,,,,1.63,4.57
10/26/1987,,,,,5.49,1.03,2.61,1.45,5.28,1.32,,,,,,,,,,,,,,2.63,1.39,,,,,,,,,5.24,0.57,,,,,,8.39,,,,,2.23,3.39
11/26/1987,,,,,5.87,0.96,2.56,1.48,7.4,0.94,,,,,,,,,,,,,,2.87,1.27,,,,,,,,,6.69,0.45,,,,,,8.7,,,,,2.12,3.56
12/26/1987,,,,,5.15,1.1,2.48,1.53,7.11,0.98,,,,,,,,,,,,,,2.73,1.33,,,,,,,,,7.25,0.41,,,,,,8.48,,,,,1.93,3.92
1/26/1988,,,,,5.56,0.79,2.29,1.41,7.39,0.84,,,,,,,,,,,,,,2.9,1.12,,,,,,,,,8.3,0.34,,,,,,8.47,,,,,1.89,3.43
2/26/1988,,,,,5.02,0.87,2.19,1.47,6.6,0.94,,,,,,,,,,,,,,2.99,1.08,,,,,,,,,7.58,0.37,,,,,,8.21,,,,,1.77,3.66
3/26/1988,,,,,4.72,0.93,2.3,1.4,6.29,0.98,,,,,,,,,,,,,,2.75,1.18,,,,,,,,,7.04,0.4,,,,,,7.83,,,,,1.81,3.6
4/26/1988,,,,,5.08,0.98,2.27,1.42,6.01,1.03,,,,,,,,,,,,,,2.77,1.17,,,,,,,,,7.04,0.4,,,,,,7.39,,,,,1.67,3.88
5/26/1988,,,,,4.89,1.03,2.25,1.43,6.08,1.02,,,,,,,,,,,,,,2.73,1.19,,,,,,,,,7.33,0.38,,,,,,7.75,,,,,1.94,4.04
6/26/1988,,,,,4.33,1.16,1.95,1.65,5.27,1.17,,,,,,,,,,,,,,2.44,1.33,,,,,,,,,6.12,0.46,,,,,,7.36,,,,,1.81,4.32
7/26/1988,,,,,4.47,1.14,1.8,1.79,4.63,1.34,,,,,,,,,,,,,,2.4,1.35,,,,,,,,,5.93,0.47,,,,,,7.21,,,,,1.77,4.41
8/26/1988,,,,,4.75,1.08,1.94,1.66,4.85,1.27,,,,,,,,,,,,,,2.39,1.35,,,,,,,,,6.29,0.45,,,,,,7.51,,,,,1.86,4.2
9/26/1988,,,,,4.59,1.17,1.94,1.66,4.59,1.35,,,,,,,,,,,,,,2.55,1.27,,,,,,,,,6.15,0.46,,,,,,8.55,,,,,1.7,4.59
10/26/1988,,,,,4.47,1.21,1.86,1.73,4.22,1.47,,,,,,,,,,,,,,2.44,1.33,,,,,,,,,6.39,0.49,,,,,,8.43,,,,,1.66,4.72
11/26/1988,,,,,4.66,1.16,1.89,1.7,4.57,1.35,,,,,,,,,,,,,,2.52,1.29,,,,,,,,,6.54,0.47,,,,,,8.57,,,,,1.76,4.72
12/26/1988,,,,,4.32,1.25,1.83,1.76,4.32,1.43,,,,,,,,,,,,,,2.45,1.32,,,,,,,,,5.97,0.52,,,,,,8.38,,,,,1.8,4.62
1/26/1989,,,,,4.23,1.04,1.69,1.38,4.25,1.39,,,,,,,,,,,,,,2.35,1.3,,,,,,,,,5.52,0.55,,,,,,7.69,,,,,1.65,4.91
2/26/1989,,,,,4.32,1.02,1.75,1.34,5.08,1.32,,,,,,,,,,,,,,2.43,1.25,,,,,,,,,5.48,0.55,,,,,,7.87,,,,,1.7,5.38
3/26/1989,,,,,4.27,1.03,1.58,1.48,5.07,1.32,,,,,,,,,,,,,,2.39,1.27,,,,,,,,,5.13,0.59,,,,,,7.25,,,,,1.69,5.41
4/26/1989,,,,,3.95,1.12,1.48,1.58,4.9,1.37,,,,,,,,,,,,,,2.39,1.27,,,,,,,,,5.25,0.59,,,,,,6.94,,,,,1.76,6.23
5/26/1989,,,,,4.91,1.16,1.42,1.78,5.13,1.33,,,,,,,,,,,,,,2.51,1.21,,,,,,,,,5.15,0.6,,,,,,6.74,,,,,1.78,6.15
6/26/1989,,,,,4.61,1.24,1.39,1.82,4.9,1.39,,,,,,,,,,,,,,2.22,1.37,,,,,,,,,5.0,0.62,,,,,,6.85,,,,,1.62,6.75
7/26/1989,,,,,4.41,1.3,1.31,1.93,5.28,1.29,,,,,,,,,,,,,,2.12,1.44,,,,,,,,,4.73,0.65,,,,,,6.69,,,,,1.57,6.99
8/26/1989,,,,,4.27,1.34,1.18,2.15,5.13,1.33,,,,,,,,,,,,,,2.06,1.48,,,,,,,,,4.82,0.64,,,,,,6.48,,,,,1.51,7.27
9/26/1989,,,,,4.49,1.36,1.31,2.06,5.28,1.29,,,,,,,,,,,,,,2.51,1.52,,,,,,,,,4.18,0.76,,,,,,6.47,,,,,1.62,6.75
10/26/1989,,,,,4.75,1.28,1.49,1.82,5.74,1.19,,,,,,,,,,,,,,2.79,1.36,,,,,,,,,4.33,0.74,,,,,,7.09,,,,,1.76,6.45
11/26/1989,,,,,4.65,1.31,1.37,1.97,5.84,1.17,,,,,,,,,,,,,,2.92,1.3,,,,,,,,,4.12,0.78,,,,,,7.14,,,,,1.77,6.42
12/26/1989,,,,,4.53,1.35,1.34,2.02,5.54,1.23,,,,,,,,,,,,,,2.78,1.37,,,,,,,,,4.28,0.75,,,,,,6.76,,,,,1.74,6.53
1/26/1990,,,,,4.65,0.84,1.48,1.94,5.95,1.18,,,,,,,,,,,,,,3.01,1.19,,,,,,,,,4.69,1.03,,,,,,7.07,,,,,1.77,4.5
2/26/1990,,,,,4.91,0.8,1.61,1.79,6.99,1.07,,,,,,,,,,,,,,3.4,1.05,,,,,,,,,4.94,1.0,,,,,,6.97,,,,,1.76,4.57
3/26/1990,,,,,4.64,0.85,1.42,2.03,6.08,1.23,,,,,,,,,,,,,,3.07,1.16,,,,,,,,,4.65,1.06,,,,,,6.71,,,,,1.57,5.13
4/26/1990,,,,,4.76,0.96,1.36,2.11,6.27,1.19,,,,,,,,,,,,,,2.95,1.21,,,,,,,,,5.12,0.97,,,,,,7.37,,,,,1.7,5.36
5/26/1990,,,,,4.67,1.0,1.43,2.34,6.8,1.13,,,,,,,,,,,,,,2.76,1.3,,,,,,,,,5.99,0.83,,,,,,7.13,,,,,1.59,5.73
6/26/1990,,,,,4.38,1.07,1.39,2.41,6.45,1.19,,,,,,,,,,,,,,2.8,1.27,,,,,,,,,5.93,0.83,,,0.0,3.78,,7.15,,,,,1.67,5.46
7/26/1990,,,,,4.38,1.06,1.46,2.29,6.91,1.11,,,,,,,,,,,,,,2.67,1.34,,,,,,,,,7.07,0.7,,,0.0,3.78,,6.9,,,,,1.64,5.57
8/26/1990,,,,,5.18,0.9,1.68,1.99,8.84,0.87,,,,,,,,,,,,,,3.12,1.14,,,,,,,,,8.37,0.59,,,0.0,3.52,,7.29,,,,,1.95,4.77
9/26/1990,,,,,5.2,0.9,1.73,2.04,9.08,0.84,,,,,,,,,,,,,,2.99,1.19,,,,,,,,,9.26,0.54,,,0.0,3.63,,7.44,,,,,1.87,4.96
10/26/1990,,,,,5.36,0.9,1.67,2.12,10.55,0.73,,,,,,,,,,,,,,2.77,1.29,,,,,,,,,10.1,0.52,,,0.0,3.63,,7.65,,,,,1.74,5.36
11/26/1990,,,,,5.52,0.88,1.62,2.18,11.99,0.64,,,,,,,,,,,,,,2.71,1.32,,,,,,,,,9.62,0.55,,,0.0,3.55,,7.87,,,,,1.83,5.22
12/26/1990,,,,,5.53,0.87,1.59,2.22,10.55,0.73,,,,,,,,,,,,,,2.56,1.39,,,,,,,,,0.0,0.55,,,0.0,3.43,,7.77,,,,,1.83,5.76
1/26/1991,,,,,5.15,0.91,1.68,2.41,10.19,0.73,,,,,,,,,,,,,,2.64,1.26,,,,,,,,,0.0,0.56,,,0.0,2.89,,8.24,,,,,1.89,5.72
2/26/1991,,,,,4.89,0.96,1.51,2.74,8.89,0.84,,,,,,,,,,,,,,2.45,1.36,,,,,,,,,0.0,0.68,,,0.0,2.8,,7.67,,,,,1.62,6.67
3/26/1991,,,,,4.84,0.97,1.36,3.05,6.17,0.98,,,,,,,,,,,,,,2.35,1.42,,,0.0,0.83,,,,,0.0,0.71,,,0.0,3.24,,6.91,,,,,1.64,6.57
4/26/1991,,,,,4.79,0.98,1.29,3.23,5.64,1.07,,,,,,,,,,,,,,2.25,1.49,,,0.0,0.91,,,,,0.0,0.7,,,0.0,3.13,,6.53,,,,,1.56,6.96
5/26/1991,,,,,5.96,0.95,2.01,3.08,6.03,1.01,,,,,,,,,,,,,,2.28,1.46,,,0.0,0.89,,,,,0.0,0.81,,,3.61,3.1,,6.73,,,,,1.89,6.72
6/26/1991,,,,,6.03,0.94,1.95,3.16,5.73,1.06,,,,,,,,,,,,,,2.38,1.4,,,0.0,0.87,,,,,0.0,0.8,,,3.7,3.02,,6.71,,,,,1.88,6.74
7/26/1991,,,,,5.9,0.96,1.97,3.15,5.66,1.07,,,,,,,,,,,,,,2.3,1.45,,,0.0,0.86,,,,,0.0,0.86,,,3.94,2.83,,6.57,,,,,1.86,6.8
8/26/1991,,,,,6.01,0.94,1.98,3.12,5.31,1.14,,,,,,,,,,,,,,2.28,1.46,,,0.0,0.84,,,,,0.0,0.94,,,3.91,2.86,,6.6,,,,,1.9,6.65
9/26/1991,,,,,6.47,0.98,1.49,3.19,5.49,1.1,,,,,,,,,,,,,,2.28,1.46,,,6.2,0.82,,,,,0.0,0.91,,,3.92,2.85,,6.98,,,,,1.78,7.13
10/26/1991,,,,,6.52,0.97,1.5,3.17,5.31,1.14,,,,,,,,,,,,,,2.3,1.45,,,6.18,0.82,,,,,0.0,0.84,,,4.0,2.79,,6.91,,,,,1.7,7.45
11/26/1991,,,,,5.99,1.06,1.51,3.14,5.05,1.24,,,,,,,,,,,,,,2.23,1.5,,,6.27,0.81,,,,,0.0,0.87,,,4.47,2.5,,7.39,,,,,1.62,7.82
12/26/1991,,,,,6.08,1.05,1.6,2.97,5.04,1.24,,,,,,,,,,,,,,2.28,1.46,,,6.49,0.78,,,,,0.0,0.77,,,4.53,2.47,,7.48,,,,,1.68,7.57
1/26/1992,,,,,5.71,0.99,1.49,2.76,4.73,1.24,,,,,,,,,,,,,,2.06,1.49,,,6.02,0.77,,,,,0.0,1.08,,,4.28,3.24,,7.09,,,,,1.54,5.84
2/26/1992,,,,,5.63,1.0,1.44,2.87,4.32,1.36,,,,,,,,,,,,,,2.04,1.51,,,5.76,0.81,,,,,0.0,1.09,,,3.81,3.64,,7.57,,,,,1.41,6.41
3/26/1992,,,,,5.5,1.02,1.42,2.9,4.34,1.36,,,,,,,,,,,,,,1.86,1.65,,,5.6,0.83,,,,,0.0,1.23,,,3.71,3.74,,7.68,,,,,1.43,6.31
4/26/1992,,,,,5.56,1.01,1.44,2.88,4.2,1.4,,,,,,,,,,,,,,1.73,1.78,,,5.79,0.8,,,,,0.0,1.27,,,3.74,3.71,,7.32,,,,,1.32,6.84
5/26/1992,,,,,5.98,0.96,1.49,2.93,4.06,1.45,,,,,,,,,,,,,,1.68,1.84,,,5.93,0.78,,,,,0.0,1.3,,,3.95,3.76,,7.1,,,,,1.55,6.81
6/26/1992,,,,,6.09,0.95,1.56,2.8,4.39,1.34,,,,,,,,,,,,,,1.67,1.85,,,6.09,0.76,,,,,0.0,1.06,,,4.04,3.67,,7.43,,,,,1.6,6.58
7/26/1992,,,,,6.16,0.94,1.62,2.7,4.78,1.23,,,,,,,,,,,,,,1.69,1.82,,,6.26,0.74,,,,,0.0,0.88,,,4.04,3.68,,7.81,,,,,1.57,6.72
8/26/1992,,,,,6.12,0.94,1.7,2.62,4.57,1.29,,,,,,,,,,,,,,1.66,1.85,,,6.64,0.7,,,,,0.0,0.81,,,4.58,3.24,,7.95,,,,,1.51,7.14
9/26/1992,,,,,5.51,1.05,1.65,2.7,4.51,1.3,,,,,,,,,,,,,,2.05,1.88,,,6.72,0.76,,,,,0.0,0.82,,,4.11,3.62,,7.59,,,,,1.37,7.87
10/26/1992,,,,,5.05,1.19,1.74,2.57,5.0,1.18,,,,,,,,,,,,,,2.04,1.88,,,6.29,0.81,,,,,0.0,0.7,,,4.22,3.52,,7.73,,,,,1.39,7.74
11/26/1992,,,,,5.05,1.19,1.6,2.79,5.0,1.18,,,,,,,,,,,,,,2.02,1.9,,,6.34,0.83,,,,,0.0,0.68,,,4.43,3.35,,7.54,,,,,1.41,7.68
12/26/1992,,,,,4.9,1.23,1.45,3.09,4.65,1.27,,,,,,,,,,,,,,2.0,1.92,,,5.78,0.91,,,,,0.0,0.68,,,4.04,3.67,,7.56,,,,,1.4,7.71
1/26/1993,,,,,4.63,1.15,1.47,2.12,4.77,1.02,,,,,,,,,,,,,,2.13,1.66,,,5.45,0.71,,,,,0.0,0.63,,,4.04,3.65,,7.69,1.46,,,,1.34,9.35
2/26/1993,,,,,4.29,1.24,1.38,2.27,4.43,1.1,,,,,,,,,,,,,,1.88,1.88,,,4.87,0.79,,,,,0.0,0.59,,,4.09,3.61,,7.22,1.56,,,,1.29,9.67
3/26/1993,,,,,4.18,1.27,1.34,2.32,4.29,1.13,,,,,,,,,,,,,,1.83,1.93,,,4.98,0.77,,,,,0.0,0.65,,,3.9,3.79,,6.9,1.63,,,,1.31,9.59
4/26/1993,,,,,4.47,1.19,1.4,2.46,4.25,1.14,,,,,,,,,,,,,,1.83,1.93,,,4.69,0.82,,,,,0.0,0.67,,,3.69,4.01,,6.65,1.61,,,,1.25,10.04
5/26/1993,,,,,4.52,1.2,1.43,2.4,4.53,1.07,,,,,,,,,,,,,,1.92,1.84,,,4.83,0.81,,,,,0.0,0.76,,,3.84,3.85,,6.34,1.68,,,,1.48,9.63
6/26/1993,,,,,4.49,1.21,1.32,2.61,4.3,1.13,,,,,,,,,,,,,,1.93,1.83,,,5.02,0.78,,,,,0.0,0.8,,,3.68,4.02,,6.03,1.77,,,,1.42,10.66
7/26/1993,,,,,4.38,1.24,1.4,2.45,3.9,1.25,,,,,,,,,,,,,,2.07,1.71,,,4.85,0.81,,,,,0.0,0.87,,,3.52,4.19,,5.86,1.82,,,,1.4,10.79
8/26/1993,,,,,4.14,1.31,1.37,2.52,3.73,1.3,,,,,,,,,,,,,,1.89,1.87,,,4.52,0.86,,,,,0.0,0.99,,,3.46,4.27,,5.61,1.9,,,,1.31,11.51
9/26/1993,,,,,4.42,1.24,1.37,2.33,3.85,1.26,,,,,,,,,,,,,,1.96,1.81,,,4.37,0.91,,,,,0.0,1.0,,,3.63,4.07,,5.89,1.84,,,,1.32,11.44
10/26/1993,,,,,4.03,1.38,1.24,2.58,3.65,1.33,,,,,,,,,,,,,,1.76,2.0,,,3.93,1.01,,,,,0.0,1.09,,,3.43,4.31,,5.38,2.01,,,,1.19,12.97
11/26/1993,,,,,3.82,1.46,1.33,2.42,3.64,1.34,,,,,,,,,,,,,,1.74,2.03,,,3.94,1.03,,,,,0.0,1.06,,,3.36,4.4,,5.52,1.96,,,,1.25,12.35
12/26/1993,,,,,3.64,1.53,1.27,2.52,3.5,1.39,,,,,,,,,,,,,,1.64,2.16,,,3.53,1.15,,,,,0.0,1.1,,,3.05,4.85,,5.31,2.03,,,,1.05,14.68
1/26/1994,,,,,3.63,1.21,1.19,2.62,3.12,1.54,,,,,,,,,,,,,,1.53,2.1,,,3.72,1.08,,,,,0.0,1.21,,,2.88,4.4,,5.07,2.18,,,,1.07,13.2
2/26/1994,,,,,3.89,1.13,1.18,2.65,3.08,1.69,,,,,,,,,,,,,,1.53,2.11,,,3.77,1.07,,,,,0.0,1.18,,,2.75,4.62,,5.3,2.09,,,,1.12,12.6
3/26/1994,,,,,4.08,1.08,2.15,2.58,3.03,2.17,,,,,,,,,,,,,,1.54,2.1,,,4.02,1.0,,,,,0.0,1.37,,,2.48,5.1,,5.61,1.97,,,,1.34,12.17
4/26/1994,,,,,3.9,1.13,2.22,2.51,2.86,2.29,,,,,,,,,,,,,,1.45,2.22,,,4.42,0.98,,,,,0.0,1.41,,,2.38,5.33,,5.15,2.15,,,,1.38,11.82
5/26/1994,,,,,4.9,1.17,2.3,2.47,3.1,2.12,,,,,,,,,,,,,,1.54,2.1,,,4.62,0.93,,,,,0.96,1.36,,,2.2,5.75,,5.44,2.03,,,,1.31,12.44
6/26/1994,,,,,5.26,1.09,2.41,2.36,3.35,2.2,,,,,,,,,,,,,,1.65,1.95,,,4.64,0.93,3.93,1.71,,,1.0,1.3,,,2.31,5.48,,5.58,1.99,,,,1.45,11.23
7/26/1994,,,,,4.93,1.16,2.33,2.44,3.04,2.42,,,,,,,,,,,,,,1.52,2.12,,,4.49,0.96,3.92,1.71,,,0.94,1.39,,,2.33,5.44,,5.44,2.03,,,,1.32,12.35
8/26/1994,,,,,4.64,1.24,2.32,2.45,2.95,2.5,,,,,,,,,,,,,,1.45,2.23,,,4.38,1.04,3.59,1.87,,,0.85,1.53,,,2.12,5.98,,5.5,2.03,,,,1.29,12.6
9/26/1994,,,,,4.08,1.21,2.2,2.62,3.18,2.32,,,,,,,,,,,,,,1.48,2.18,,,4.88,0.97,3.71,1.81,,,0.93,1.41,,,2.14,5.91,,5.83,1.93,,,,1.3,12.56
10/26/1994,,,,,3.96,1.24,2.25,2.57,3.23,2.28,,,,,,,,,,,,,,1.45,2.23,,,4.8,0.99,3.74,1.79,,,0.97,1.35,,,2.13,5.96,,5.78,1.95,,,,1.28,12.77
11/26/1994,,,,,3.78,1.28,2.08,2.78,3.32,2.22,,,,,,,,,,,,,,1.39,2.32,,,4.52,1.05,3.6,1.86,,,0.95,1.39,,,2.1,6.03,,5.85,1.92,,,,1.24,13.14
12/26/1994,,,,,3.72,1.3,2.08,2.83,3.28,2.25,,,,,,,,,,,,,,1.34,2.41,,,4.45,1.07,3.38,1.98,,,0.96,1.38,,,2.03,6.23,,5.78,1.95,,,,1.22,13.38
1/26/1995,,,,,3.79,1.54,2.11,2.76,3.31,2.11,,,,,,,,,,,,,,1.38,2.15,,,4.59,0.94,3.51,1.75,,,0.92,1.3,,,2.04,4.8,,5.68,2.04,,,,1.22,11.24
2/26/1995,,,,,3.65,1.6,2.08,2.83,3.39,2.06,,,,,,,,,,,,,,1.37,2.17,,,4.49,0.96,3.36,1.83,,,2.33,1.29,,,1.96,5.01,,5.8,2.0,,,,1.22,11.15
3/26/1995,,,,,3.81,1.53,2.44,2.83,4.16,1.81,,,,,,4.62,,,,,,,,1.36,2.19,,,4.74,0.91,3.54,1.74,,,2.43,1.24,,,2.08,4.71,,5.88,1.97,,,,1.49,10.83
4/26/1995,,,,,4.02,1.72,2.35,2.94,3.83,1.97,,,,,,4.62,,,,,,,,1.31,2.26,,,4.52,0.96,4.28,1.7,,,2.2,1.37,,,1.96,5.0,,5.68,2.04,,,,1.42,11.44
5/26/1995,,,,,3.89,1.79,2.41,2.87,3.73,2.02,,,,,,5.92,,,,,,,,1.26,2.36,,,4.36,1.02,4.09,1.77,,,1.98,1.52,,,2.13,5.19,,5.56,2.09,,,,1.38,11.73
6/26/1995,,,,,3.59,1.94,2.33,2.96,3.73,2.02,,,,,,5.76,,,,,,,,1.2,2.47,,,4.28,1.04,4.11,1.77,,,1.89,1.6,,,1.88,5.88,,5.65,2.06,,,,1.28,12.67
7/26/1995,,,,,3.43,2.03,2.32,2.98,3.35,2.25,,,,,,9.06,,,,,,,,1.17,2.53,,,4.19,1.09,3.98,1.83,,,1.56,1.94,,,1.89,5.87,,5.54,2.1,,,,1.28,12.67
8/26/1995,,,,,3.41,2.04,2.19,3.22,3.51,2.14,,,,,,8.79,,,,,,,,1.11,2.67,,,4.15,1.14,4.14,1.76,,,1.67,1.81,,,1.77,6.24,,5.62,2.1,,,,1.25,13.13
9/26/1995,,,,,3.33,2.09,2.14,3.3,3.64,2.07,,,,,,8.31,,,,,,,,1.06,2.79,,,4.13,1.14,4.25,1.79,,,1.6,1.89,,,1.55,7.14,,5.59,2.11,,,,1.23,13.41
10/26/1995,,,,,3.27,2.13,2.15,3.28,3.84,1.96,,,,,,8.21,,,,,,,,1.03,2.88,,,4.22,1.14,4.38,1.73,,,2.08,1.45,,,1.43,7.73,,5.74,2.06,,,,1.26,13.07
11/26/1995,,,,,2.98,2.34,2.03,3.49,3.95,1.9,,,,,5.94,7.5,,,,,,,,0.97,3.05,,,3.77,1.28,4.26,1.78,,,2.13,1.42,,,1.53,7.24,,5.42,2.21,,,,1.25,13.16
12/26/1995,,,,,2.81,2.48,1.98,3.57,3.77,2.0,,,,,7.19,6.2,,,0.0,2.54,,,,0.98,3.03,,,3.65,1.32,4.12,1.84,,,2.12,1.42,,,1.53,7.24,,5.04,2.37,,,,1.2,13.74
1/26/1996,,,,,2.67,2.26,1.93,3.78,3.9,1.66,,,,,5.57,3.77,,,0.0,2.01,,,,0.92,3.37,,,3.5,0.96,3.75,1.83,,,1.89,1.61,,,1.42,5.92,,4.91,2.08,,,,1.14,8.89
2/26/1996,,,,,2.76,2.19,1.87,3.95,3.83,1.69,,,,,4.89,4.22,,,0.0,2.61,,,,0.9,3.45,,,3.63,0.92,3.61,1.91,,,2.33,1.67,,,1.32,6.34,,5.24,2.07,,,,1.05,9.61
3/26/1996,,,,,2.63,2.3,1.94,4.36,3.73,1.73,,,,,5.99,3.67,,,0.0,2.12,,,,1.0,3.88,,,3.33,1.0,3.94,1.89,,,2.73,1.43,,,1.21,6.95,,5.08,2.14,,,,1.19,10.19
4/26/1996,,,,,2.9,2.55,1.75,4.86,3.54,1.83,,,,,0.0,4.12,,,0.0,2.47,,,,0.98,3.99,,,3.19,1.12,4.06,1.84,,,2.64,1.51,,,0.95,8.8,,4.89,2.22,,,,1.15,10.52
5/26/1996,,,,,2.8,2.64,1.63,5.21,3.51,1.84,,,,,0.0,4.21,,,0.0,2.83,,,,0.91,4.28,,,3.13,1.14,4.19,1.78,,,2.62,1.51,,,1.35,9.06,,4.54,2.39,,,,1.14,10.69
6/26/1996,,,,,3.0,2.47,1.61,5.26,3.43,1.88,,,,,0.0,3.72,,,0.0,2.46,,,,0.91,4.28,,,3.24,1.11,4.06,1.84,,,2.89,1.37,,,1.2,10.22,,4.53,2.4,,,,1.12,10.9
7/26/1996,,,,,3.21,2.31,1.76,6.45,3.82,1.69,,,,,0.0,3.1,,,0.0,2.15,,,,0.98,3.95,,,3.43,1.04,4.42,1.69,,,3.17,1.25,,,1.27,9.69,,4.86,2.23,,,,1.17,10.41
8/26/1996,,,,,3.57,2.58,1.62,7.02,3.57,1.81,,,,,0.0,3.4,,,0.0,2.01,,,,0.93,4.19,,,3.29,1.19,4.6,1.7,,,2.85,1.39,,,1.19,10.3,,4.71,2.31,,,,1.04,11.76
9/26/1996,,,,,3.48,2.65,1.54,7.4,3.44,1.88,,,,,0.0,3.53,,,0.0,1.99,,,,1.1,3.53,,,3.29,1.19,4.58,1.7,,,2.58,1.54,,,1.14,10.77,,4.68,2.42,,,,1.05,11.7
10/26/1996,,,,,3.26,2.83,1.45,7.86,3.22,2.01,,,,,0.0,3.28,,,0.0,1.98,,,,1.07,3.63,,,3.17,1.24,4.42,1.77,,,2.57,1.55,,,1.09,11.27,,4.3,2.63,,,,0.99,12.4
11/26/1996,,,,,3.07,3.0,1.39,8.17,3.1,2.08,,,,,0.0,3.94,,,0.0,2.04,,,,1.12,3.48,,,2.92,1.38,4.17,1.88,,,2.31,1.72,,,1.24,9.89,,4.23,2.68,,,,0.97,12.65
12/26/1996,,,,,2.96,3.13,1.38,8.26,3.0,2.16,,,0.0,3.12,0.0,4.61,,,0.0,2.1,,,,1.16,3.34,,,2.88,1.4,4.13,1.89,,,2.3,1.73,,,1.19,10.3,,4.17,2.71,,,,0.96,12.8
1/26/1997,,,,,2.48,2.12,1.31,6.64,2.67,2.07,,,0.0,23.56,0.0,4.36,,,0.0,2.41,,,,1.19,2.89,,,2.49,1.2,4.05,1.78,,,2.17,1.31,,,1.16,8.38,,3.88,2.34,,,,0.96,8.36
2/26/1997,,,,,2.29,2.29,1.2,7.24,2.47,2.23,,,0.0,23.82,0.0,4.66,,,0.0,2.34,,,,1.06,3.25,,,2.29,1.3,3.88,1.85,,,1.88,1.52,,,1.03,9.44,,3.92,2.47,,,,0.89,9.05
3/26/1997,,,,,2.12,2.37,1.3,7.76,2.79,2.12,,,0.0,20.18,0.0,4.87,,,0.0,2.21,,,,1.07,3.22,,,2.41,1.24,4.14,1.83,,,1.84,1.55,,,0.93,10.41,,3.92,2.47,,,,0.97,8.32
