date,detrended_turnover,turnover_per_share,total_turnover,total_shares
2/01/2020,0.11829224807611005,0.03724949792509888,2706452.5,72657422.26760001
3/01/2020,2.4866305869730305,0.08541156988949955,6205784.5,72657422.26760001
4/01/2020,0.6427978827083191,0.04878540254436618,3542312.0,72610080.3776
5/01/2020,0.5113833822176086,0.04631721632190214,3363096.8000000007,72610080.3776
6/01/2020,0.988374831407109,0.056110652195237316,4073958.8000000003,72605800.1576
7/01/2020,-0.2876686926084478,0.030537274332114586,2221975.7,72762738.2796
8/01/2020,-0.09038595881202226,0.03434253106855089,2498856.6,72762738.2796
9/01/2020,-0.10823146538777167,0.03390483845180529,2467711.3000000003,72783455.4796
10/01/2020,-0.08606812828086986,0.03428105380357256,2497807.7,72862628.8536
11/01/2020,0.8595662177639278,0.053378240933402765,3889599.9000000004,72868641.45359999
12/01/2020,0.12858729810288974,0.03881832066851808,2827850.0,72848334.27359998
1/01/2021,-0.12057819754254413,0.03378179175960905,2492956.8,73795872.5736
2/01/2021,0.41502228583023515,0.044404915691345734,3276899.5000000005,73795872.5736
3/01/2021,0.18388004007258257,0.03987333635361563,2944920.6,73856889.5736
4/01/2021,-0.47968605239083195,0.02654213566788887,2054220.5999999999,77394698.96859999
5/01/2021,-0.2644674514819447,0.03086377711233519,2389807.6,77430820.96859999
6/01/2021,-0.38344982676141537,0.02837280907677456,2196929.9,77430820.96859999
7/01/2021,-0.6112694503859366,0.023606545751275194,1832975.1,77646900.1146
8/01/2021,-0.2982931434809032,0.029851596091782246,2317883.9,77646900.1146
9/01/2021,-0.4175479373498108,0.027439990480693715,2130630.1999999997,77646900.1146
10/01/2021,-0.25633550032289987,0.0306478255321823,2376572.4000000004,77544568.2926
11/01/2021,-0.13272460027320548,0.03303164065026726,2562417.0999999996,77574623.8926
12/01/2021,-0.3537609792557364,0.02853278004368192,2214133.0,77599623.8926
1/01/2022,-0.21963341780999596,0.03124495224114529,2230304.1,71381261.2926
2/01/2022,0.22971903607130195,0.040377290171234224,2882181.9000000004,71381261.2926
3/01/2022,0.5269088215953739,0.046594980808286765,3326008.5,71381261.2926
4/01/2022,-0.21227129438155629,0.031820169518085334,2273747.8,71456181.2346
5/01/2022,-0.14237436668498651,0.03312627296670951,2431220.5,73392515.4346
6/01/2022,-0.21876472089667787,0.03157532370734748,2317414.6,73393217.4846
7/01/2022,-0.31154210077267896,0.029519370504744537,2174694.7,73670090.6156
8/01/2022,-0.2314313150899963,0.031080446363875445,2289699.3,73670090.6156
9/01/2022,-0.2564130096441809,0.030432730315187766,2241982.0,73670090.6156
10/01/2022,-0.2142282153193528,0.03110376500862173,2287281.5,73537126.43360001
11/01/2022,-0.1241647228184796,0.03265060537330236,2401427.3,73549242.7336
12/01/2022,-0.3561607383811983,0.027887405111012585,2050781.4000000004,73537906.8736
1/01/2023,-0.40342672738623886,0.02683340952097288,1959612.0,73028811.28349999
2/01/2023,-0.29112373225039445,0.02886193773020823,2107746.1,73028572.0835
3/01/2023,0.0262092524476433,0.03521631775929341,2571797.4,73028572.0835
4/01/2023,-0.2614893516772342,0.029401779462540734,2111713.7,71822649.4655
5/01/2023,-0.3746546133222858,0.027024348785748113,1943579.7999999998,71919579.4655
6/01/2023,-0.439899000880571,0.02549187060397912,1833427.9,71922062.0755
7/01/2023,-0.6078312047070246,0.021968536152715656,1596793.4,72685471.1165
8/01/2023,-0.5081691999724374,0.023858806961633765,1734041.2000000002,72679292.0865
9/01/2023,-0.43206658173639,0.02508343060225522,1784023.3,71123576.6865
10/01/2023,-0.49772238310655786,0.023497603592783838,1669637.0,71055628.86050001
11/01/2023,-0.5053413035025501,0.023188531667699398,1647675.6999999997,71055628.86050001
12/01/2023,-0.3591546402514282,0.02596724045075204,1845118.5999999999,71055628.86050001
